,PLAYER,SEASON,season year,AGE,POS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
349,Fadi Fahoum,0,2019,26,SG,4,1,1,1,1,1,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,3,29.7,1.5,1,0,0,0,0,0,0,0,0,10.2,0,0,0,0.183,13.7,2.2,16,0
350,Yaniv Ben-Shushan,1,2016,27,PG,5.3,0.5,0.9,0.545,0,0.2,0,0.5,0.8,0.667,0.545,0.8,0.9,0.909,0,0.6,0.6,1.4,0.3,0,0.5,0.3,1.8,,,,,,,,,,,,,,,,,,,,
351,Yaniv Ben-Shushan,1,2015,26,PG,13.1,1.5,2.7,0.556,0,0.2,0,1.5,2.5,0.6,0.556,0.7,1,0.7,0.5,1.3,1.8,1.5,0.5,0,0.9,1.6,3.7,,,,,,,,,,,,,,,,,,,,
352,Yaniv Ben-Shushan,1,2014,25,PG,16.3,1.7,3.6,0.463,0.2,0.8,0.25,1.5,2.8,0.524,0.491,0.6,0.8,0.75,0.2,1.3,1.5,2,0.7,0.1,0.9,2.5,4.1,,,,,,,,,,,,,,,,,,,,
353,Liel Lavi,1,2013,26,PG,3,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0,0,0,0,0.3,0.3,0.3,0,0,0,1,1.7,15.3,0.625,0.5,0,0,12.1,6.2,19.4,0,0,0,20.3,0,0,0,0.196,-3.1,0.1,-3,0
354,Kfir Kfir,0,2018,24,PG,17.2,2.2,8.2,0.268,0.6,2.6,0.231,1.6,5.6,0.286,0.305,1.4,2.2,0.636,0.4,1.6,2,2.4,1.6,0.4,1.4,1.6,6.4,7.2,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1,-4.2,0
355,Daniel Dahan,0,2013,23,C,5.2,0.7,1.5,0.444,0.2,0.8,0.2,0.5,0.7,0.75,0.5,0.2,0.3,0.5,0.5,0.7,1.2,0,0.2,0.2,0.5,0.7,1.7,8.5,0.506,0.556,0.222,12.6,15,13.9,0,1.7,2.6,23.3,19.9,0,0,0,0.002,-4.5,-1.4,-5.9,0
356,Judeh Hana,0,2020,30,PG,4.8,0.6,1.9,0.333,0.1,0.5,0.25,0.5,1.4,0.364,0.367,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0
357,Ben Baruch,1,2007,26,PG,18.7,2,4.7,0.416,0.2,0.9,0.269,1.7,3.8,0.45,0.442,1.1,1.6,0.674,0.4,1.9,2.3,3.1,0.7,0.2,1.8,2.7,5.2,8.9,0.483,0.19,0.336,2.6,12.3,7.5,25.4,2,0.7,24.9,17.4,-0.4,0.2,-0.2,-0.015,-4,-0.6,-4.6,-0.4
358,Zohar Zohar,0,2022,28,SF,20.7,2.5,6.7,0.368,1,4.1,0.245,1.5,2.6,0.559,0.443,0.9,1.2,0.8,0.3,2.8,3.1,2.1,0.5,0.5,0.5,1.4,6.8,10.3,0.475,0.609,0.172,1.6,15.2,8.3,13.6,1.3,1.9,6,15.8,0.1,0.1,0.2,0.041,-1.7,-1.6,-3.3,-0.1
359,Zohar Zohar,0,2022,28,SF,20.7,2.5,6.7,0.368,1,4.1,0.245,1.5,2.6,0.559,0.443,0.9,1.2,0.8,0.3,2.8,3.1,2.1,0.5,0.5,0.5,1.4,6.8,10.3,0.475,0.609,0.172,1.6,15.2,8.3,13.6,1.3,1.9,6,15.8,0.1,0.1,0.2,0.041,-1.7,-1.6,-3.3,-0.1
360,Zohar Zohar,0,2022,28,SF,15.7,1.3,2.7,0.5,0.7,2,0.333,0.7,0.7,1,0.625,1,1.3,0.75,0,2,2,2,0.3,0,0.7,1.3,4.3,10.7,0.666,0.75,0.5,0,13.8,7.1,17.3,1.1,0,17,11.1,0.1,0,0.1,0.124,-3,0.4,-2.6,0
361,Zohar Zohar,0,2020,26,SG,10.7,1,3.8,0.263,0.6,2.9,0.207,0.4,0.9,0.444,0.342,0.2,0.4,0.5,0.1,2,2.1,0.8,0,0.6,0.4,1.3,2.8,3.2,0.352,0.763,0.105,1,18.9,10.2,10.1,0,4.7,9.1,17.1,-0.2,0.1,-0.1,-0.054,-6.8,-1,-7.7,-0.2
362,Kobi Kadosh,0,2019,23,"PG, SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
363,Yanai Avraham,0,2013,27,PG,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.4,0,0,0,0,0,0,0,0,0,0,22.8,0,0,0,-0.571,-15.7,-8.9,-24.7,0
364,Yanai Avraham,0,2012,26,PG,18,2,5.5,0.364,0.5,2.5,0.2,1.5,3,0.5,0.409,1,1.5,0.667,0,1.8,1.8,2.3,0.3,0,1.5,2,5.5,5.7,0.446,0.455,0.273,0,11.3,5.7,20.9,0.7,0,19.6,20.1,-0.1,0,-0.1,-0.039,-5.8,-1.1,-6.9,-0.1
365,Yanai Avraham,0,2012,26,PG,9.5,1,3,0.333,0,2,0,1,1,1,0.333,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,1,2,1.6,0.333,0.667,0,0,5.9,3,7.4,2.7,0,14.3,16.8,-0.1,0,0,-0.09,-9,1.4,-7.5,0
366,Liran Lahav,0,2017,27,PF,10.3,1.7,4,0.417,0.7,2.3,0.286,1,1.7,0.6,0.5,0,0,0,0.7,1,1.7,0.7,0,0,1.3,0.7,4,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-5.2,-10.3,-0.1
367,Liran Lahav,0,2016,26,PF,7,0.8,2,0.4,0.8,1.8,0.444,0,0.2,0,0.6,0.2,0.4,0.5,0,0.2,0.2,0,0.2,0,0.4,0.6,2.6,6.9,0.597,0.9,0.2,0,3.2,1.6,0,1.4,0,15.5,16,0,0,0,0.039,-2.3,-1.9,-4.2,0
368,Yuval Yehuda,0,2022,26,SF,5.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0,0,0,0.2,1,1.2,0.3,0,0,0.2,0.5,2.2,6.8,0.464,0.643,0,3.1,17.9,10.7,7.5,0,0,6.7,18.4,0,0,0,0.019,-2.5,-0.9,-3.4,0
369,Yuval Yehuda,0,2022,26,SF,2,0,1,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,2,22.7,0.532,0,2,0,0,0,0,0,0,0,41.4,0,0,0,0.251,1.9,-4.4,-2.5,0
370,Yitzhak Levi,0,2022,25,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
371,Tal Talmor,0,2022,24,PG,18.2,1.8,5.6,0.321,1.6,4.2,0.381,0.2,1.4,0.143,0.464,0.4,1.2,0.333,0.4,1,1.4,1.8,0.2,0.2,1,1.6,5.6,4.9,0.457,0.75,0.214,2.3,6.3,4.2,14.3,0.5,1,14,16.8,-0.1,0,-0.1,-0.041,-4.7,-2.3,-6.9,-0.1
372,Tal Talmor,0,2022,24,PG,5,0.3,2.7,0.125,0,1,0,0.3,1.7,0.2,0.125,0,0,0,0,0.3,0.3,0.7,0,0,0.3,0.7,0.7,-13.5,0.125,0.375,0,0,7.3,3.6,17.3,0,0,11.1,25.8,-0.1,0,-0.1,-0.459,-18.5,-7.7,-26.2,-0.1
373,Tal Talmor,0,2021,23,PG,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1,0.3,0,0.2,1.1,2.3,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.021,-5.8,-1,-6.8,-0.1
374,Yair Yaron,0,2022,25,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
375,Yehuda David,0,2008,23,C,6,1,3,0.333,0,0,0,1,3,0.333,0.333,1,4,0.25,1,0,1,0,0,0,1,3,3,-13,0.315,0,1.333,19.1,0,9.4,0,0,0,17.4,43.9,-0.1,0,-0.1,-0.425,-24,-7.9,-31.9,0
376,Yehuda David,1,2007,22,C,12.8,2.1,3.4,0.614,0,0,0,2.1,3.3,0.621,0.614,0.9,2.4,0.365,2,2.5,4.4,0.1,0.2,0.6,0.6,2,5,17.3,0.566,0.011,0.716,17.6,23,20.3,1,0.8,3.7,11.5,17.6,0.6,0.4,0.9,0.132,-0.9,-2.1,-2.9,-0.1
377,Zachi Zuckerman,1,2013,39,PF,7.3,1.4,2.7,0.526,0,0,0,1.4,2.7,0.526,0.526,0.1,0.1,1,0,1.1,1.1,0.9,0,0,0.6,1.3,3,9.9,0.54,0,0.053,0,18.3,9.7,19.8,0,0,17.1,22,0,0,0,0.039,-7.3,-2,-9.3,-0.1
378,Yaniv David,1,2022,24,PF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0.024,-4,-2,-6,0
379,Yaniv David,0,2022,24,PF,27,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,0,2,2,4,1,0,0,0,3,5,9.5,0.833,0.667,0,7.6,8.5,8,4.8,0,0,0,4.8,0.1,0,0.1,0.139,-3.2,-4.2,-7.3,0
380,Pini Polak,0,2008,29,PF,2.4,0.2,0.6,0.333,0,0,0,0.2,0.6,0.333,0.333,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0.2,0.4,6.6,0.333,0,0,0,9.8,4.7,12.7,0,6.6,0,11.3,0,0,0,0.023,-4.5,1.7,-2.8,0
381,Nadav Bar-On,1,2008,26,SF,27.6,3.2,8.6,0.368,0.7,3,0.242,2.5,5.6,0.435,0.411,0.5,0.8,0.667,0.7,3.3,4,1.6,0.8,0.2,0.5,1.6,7.6,9,0.424,0.347,0.095,3.1,14.4,8.7,10,1.6,0.5,4.8,16.2,-0.2,0.2,0,0.006,-3.1,-0.7,-3.8,-0.1
382,Yuval Levi,0,2016,23,PG,5.4,0.4,1.6,0.25,0,0.6,0,0.4,1,0.4,0.25,0.4,0.4,1,0,0.2,0.2,0.2,0.2,0,0.6,1,1.2,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,-0.1,0,-0.1,-0.199,-13.2,-2,-15.1,-0.1
383,Sefi Shavit,0,2012,23,C,3,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0.7,0.3,1,0,0,0,0,0,0,6,0,0,0,25.3,12.6,18.9,0,0,0,0,5.1,0,0,0,-0.005,-1.4,-6.3,-7.7,0
384,Yoel Zohar,0,2022,26,SF,2,0,1,0,0,0.3,0,0,0.7,0,0,0,0,0,0.3,0.3,0.7,0,0,0,0,0,0,-11.3,0,0.333,0,18.5,17.6,18,0,0,0,0,22,-0.1,0,0,-0.382,-14.7,-10.5,-25.1,0
385,Jacko Jack,1,2015,37,PF,9.5,0.8,2,0.409,0,0,0,0.8,2,0.409,0.409,0.2,0.2,1,0.5,1.2,1.7,0.5,0.5,0.5,0.3,1.2,1.8,10,0.437,0,0.091,6.7,14.2,10.5,7,2.5,4.9,11.6,11.2,0,0.2,0.2,0.086,-4.4,2.2,-2.2,0
386,Jacko Jack,1,2013,35,C,23.9,3.1,5.2,0.602,0,0,0,3.1,5.2,0.602,0.602,0.9,2.2,0.425,1.9,3.4,5.3,0.4,0.9,0.9,0.9,3.6,7.2,13.9,0.583,0,0.43,8.9,17.1,12.9,2.9,2,3.4,12.6,13.7,0.6,0.6,1.2,0.128,-1.5,0.4,-1.1,0.1
387,Zuri Zur,1,2007,44,PF,8.6,1,2.6,0.385,0,0,0,1,2.6,0.385,0.385,0.4,0.4,1,0.4,1.2,1.6,0.2,0.4,0.2,0.4,2.2,2.4,,,,,,,,,,,,,,,,,,,,
388,Yonatan Avraham,0,2007,23,PF,16.7,2,4.5,0.444,0.2,0.3,0.5,1.8,4.2,0.44,0.463,1,1.5,0.667,1.2,1.3,2.5,0.8,0.5,0.5,0.7,2,5.2,11.6,0.501,0.074,0.333,8.2,9.8,9,8.3,1.6,2.3,11.4,15.8,0.1,0.1,0.2,0.075,-2,-0.5,-2.5,0
389,Chaim Choen,0,2021,24,SG,30.6,6.4,13.2,0.485,1.8,5.4,0.333,4.6,7.8,0.59,0.553,1.8,1.8,1,1.4,2.2,3.6,5,1.8,1.2,1.2,1.6,16.4,21.3,0.586,0.409,0.136,4.7,8,6.3,26.9,2.8,3.5,7.9,21.1,0.4,0.1,0.5,0.164,2.5,-0.1,2.4,0.2
390,Levi Izakov,0,2019,21,PG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.033,-7.4,-3.2,-10.6,0
391,Yanai Avraham,0,2022,27,PG,24,3.1,7.3,0.431,0.1,0.8,0.091,3.1,6.5,0.473,0.436,1.2,1.3,0.944,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,7.6,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3
392,Yanai Avraham,0,2022,27,PG,24,3.1,7.3,0.431,0.1,0.8,0.091,3.1,6.5,0.473,0.436,1.2,1.3,0.944,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,7.6,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3
393,Oren Ohana,1,2013,24,SF,7.5,0,0.8,0,0,0.3,0,0,0.5,0,0,0.5,1,0.5,0,0.5,0.5,0,0.8,0,0,0.3,0.5,3.7,0.21,0.333,1.333,0,7.9,3.9,0,5.4,0,0,7.3,-0.1,0,0,-0.008,-6.4,2.4,-4.1,0
394,Manny Michal,1,2018,26,SF,15,1.2,3.1,0.384,0.1,0.5,0.235,1.1,2.6,0.415,0.404,0.7,1.3,0.525,1,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,10,0.433,0.172,0.404,7.2,18,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-3.5,0.9,-2.6,-0.1
395,Ilan Itkin,0,2022,24,SG,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1
396,Yosef David,0,2011,24,SG,13.8,1.8,5,0.36,0.6,1.4,0.429,1.2,3.6,0.333,0.42,1.4,1.6,0.875,0.4,1.6,2,1.4,0.4,0.4,1.4,0.6,5.6,11.3,0.491,0.28,0.32,3.5,14.1,8.7,15.8,1.5,2.4,19.7,23.6,-0.1,0,0,-0.018,-1.5,-1.2,-2.7,0
397,Uzi Uliel,1,2017,25,SG,8,0.6,3,0.2,0.2,1.2,0.167,0.4,1.8,0.222,0.233,0.4,0.6,0.667,0.2,1.2,1.4,1.2,0.2,0,0.8,1.2,1.8,-1.9,0.276,0.4,0.2,2.8,16.3,9.6,21.1,1.2,0,19.7,22.2,-0.2,0,-0.1,-0.176,-10.3,-1.1,-11.4,-0.1
398,Yishay Levi,1,2008,26,C,3.3,0.3,1.3,0.25,0,0,0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0.3,1,-1,0.307,0,0.5,0,11.8,5.7,0,0,0,0,22.1,0,0,0,-0.125,-8.1,-3,-11.1,0
399,Gadi Golan,1,2022,31,PG,18.6,3.6,7.8,0.458,0.7,2.2,0.31,2.9,5.6,0.516,0.502,1.6,2,0.795,0.3,2.5,2.8,3.9,0.6,0.1,1.7,2.2,9.3,14.5,0.542,0.281,0.252,1.6,15.4,8.4,31.2,1.6,0.5,16.5,23.7,0.5,0.3,0.8,0.055,-1.1,-1.7,-2.8,-0.1
400,Gadi Golan,0,2022,31,PG,18.6,3.6,7.8,0.458,0.7,2.2,0.31,2.9,5.6,0.516,0.502,1.6,2,0.795,0.3,2.5,2.8,3.9,0.6,0.1,1.7,2.2,9.3,14.5,0.542,0.281,0.252,1.6,15.4,8.4,31.2,1.6,0.5,16.5,23.7,0.5,0.3,0.8,0.055,-1.1,-1.7,-2.8,-0.1
401,Gadi Golan,0,2022,31,SG,11.7,0.8,2.2,0.385,0,0.5,0,0.8,1.7,0.5,0.385,0.2,0.3,0.5,0.2,2.3,2.5,1.8,0,0,0.7,1.3,1.8,4.5,0.396,0.231,0.154,1.6,21.8,11.7,19.9,0,0,22.4,11.2,-0.1,0,0,-0.023,-6.8,-0.8,-7.7,-0.1
402,Gadi Golan,0,2017,26,SG,11.2,1.7,3.5,0.476,0,0.3,0,1.7,3.2,0.526,0.476,0.2,0.3,0.5,0,1.7,1.7,0.8,0,0,0.7,0.3,3.5,6.6,0.48,0.095,0.095,0,17.7,8.7,11.2,0,0,15.5,17.1,-0.1,0,-0.1,-0.045,-4.7,-2.6,-7.3,-0.1
403,Motty Maman,1,2015,26,PF,26,3.4,7.9,0.434,0.2,0.5,0.333,3.3,7.4,0.441,0.445,1.2,1.7,0.742,0.9,2.1,3,1.2,0.7,0.2,1.4,1.6,8.3,8.6,0.478,0.066,0.209,4,9.5,6.7,7.9,1.3,0.6,14.2,17.8,-0.6,0.2,-0.5,-0.022,-3.8,-2.1,-5.9,-1
404,Adir Aharon,0,2022,30,SG,16.3,0.3,4.3,0.077,0,2.7,0,0.3,1.7,0.2,0.077,0,0,0,0.7,2.7,3.3,2.3,0.3,0,0.3,0.7,0.7,-0.6,0.077,0.615,0,4.4,17,10.8,16.9,1,0,7.1,12.2,-0.2,0,-0.1,-0.133,-8.5,-0.6,-9.1,-0.1
405,Adir Aharon,0,2022,30,SG,14.5,1.3,3.3,0.385,0.5,2,0.25,0.8,1.3,0.6,0.462,0,0,0,0.3,1.8,2,1.3,0,0,1.3,1.3,3,1.8,0.462,0.615,0,1.9,12.8,7.5,11,0,0,27.8,13.3,-0.1,0,-0.1,-0.072,-7.7,-2.8,-10.4,-0.1
406,Adir Aharon,1,2015,23,PG,32.4,4.5,11.4,0.399,1.4,3.9,0.352,3.2,7.4,0.424,0.46,1.4,1.7,0.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1
407,Yotam Cohen,0,2018,27,PG,7.9,0.9,2.4,0.353,0.4,0.9,0.5,0.4,1.6,0.273,0.441,0,0,0,0.3,0,0.3,1.1,0,0,0.3,0.6,2.1,,,,,,,,,,,,,,,,,,,,
408,Yotam Cohen,0,2018,27,PG,5,0.3,2.3,0.143,0,1,0,0.3,1.3,0.25,0.143,0,0,0,0.3,0,0.3,0.7,0,0,0.3,0.7,0.7,,,,,,,,,,,,,,,,,,,,
409,Yotam Cohen,0,2015,24,PG,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8,,,,,,,,,,,,,,,,,,,,
410,Hillel Hadas,0,2011,28,SF,4.4,0.4,0.9,0.5,0.1,0.4,0.333,0.3,0.4,0.667,0.583,0.3,0.6,0.5,0,0.6,0.6,0.1,0.3,0,0,0.6,1.3,11.9,0.58,0.5,0.667,0,14.6,7.5,4.6,3.4,0,0,11.5,0,0,0.1,0.151,-1.8,3.9,2.2,0
411,Zvika Zelinger,0,2013,26,SF,7.8,0.5,2.5,0.2,0,1,0,0.5,1.5,0.333,0.2,1.5,1.5,1,0,1,1,0.8,0.5,0,0,0.8,2.5,11.2,0.396,0.4,0.6,0,15.2,7.4,14.2,3.3,0,0,18.3,0,0,0.1,0.087,-3.7,1.8,-1.9,0
412,Roni Schwartz,0,2018,34,"SF, PF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
413,Nadav Nir,1,2014,31,PG,18.4,2.8,6.6,0.427,0.4,1.3,0.28,2.5,5.3,0.462,0.454,1.6,2,0.795,0.3,1.6,1.9,1.6,0.4,0.2,1,1.5,7.5,11.5,0.506,0.191,0.298,1.5,9.7,5.6,13.4,1,0.8,11.4,20,0.2,0.2,0.4,0.058,-1.8,-1,-2.8,-0.1
414,Yishai Avraham,1,2015,30,SG,11.2,1.2,2.8,0.429,0.6,1.2,0.5,0.6,1.6,0.375,0.536,0.6,0.8,0.75,0.2,1.4,1.6,1,1.2,0.2,0.6,0.8,3.6,16,0.571,0.429,0.286,2.1,13.8,8,12.6,5.4,1.5,16,15.1,0.1,0.1,0.2,0.141,-0.7,4.8,4.1,0.1
415,Yishai Avraham,0,2012,27,PG,24.2,4.5,11.6,0.391,1.2,4.7,0.246,3.4,6.9,0.489,0.44,2.5,2.9,0.842,0.5,3,3.5,2.7,1.1,0.2,2.3,2,12.7,14.7,0.492,0.404,0.252,2.4,14.7,8.3,21.4,2.3,0.7,15.2,28.3,0,0.2,0.2,0.026,-0.9,-0.8,-1.7,0
416,Yair Levi,1,2009,28,PF,5.3,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.409,0,0,0,0.4,0.6,1,0.3,0.1,0,0.3,0.8,1.1,5,0.409,0.182,0,8.2,13.6,10.9,6.9,1.2,0,15.4,13.8,0,0,0,-0.008,-5.5,-2.1,-7.6,-0.1
417,Yair Levi,0,2008,27,PF,5,1,2.5,0.4,0,0.5,0,1,2,0.5,0.4,1,1,1,0,0.5,0.5,0.5,0,0,1.5,0.5,3,1.1,0.51,0.2,0.4,0,11.9,5.9,16.8,0,0,33.8,41.9,-0.1,0,-0.1,-0.308,-13.7,-4.7,-18.3,0
418,Yair Levi,0,2008,27,PF,8.8,1.2,2.3,0.5,0.2,0.3,0.5,1,2,0.5,0.536,0,0,0,0.8,1.3,2.2,0.5,0,0.2,0.3,1.7,2.5,9.5,0.536,0.143,0,11.6,15.8,13.9,7.8,0,1.2,12.5,13.5,0.1,0,0.1,0.087,-2.7,-1.5,-4.2,0
419,Avner Almog,1,2008,29,C,2.4,0.4,0.7,0.6,0,0,0,0.4,0.7,0.6,0.6,0,0,0,0,0.1,0.1,0.3,0,0,0,0.3,0.9,13.4,0.6,0,0,0,6.5,3.3,20.1,0,0,0,13.4,0,0,0.1,0.179,-0.3,1.3,1.1,0
420,Dor Alon,1,2016,25,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
421,Dor Alon,0,2016,25,PG,7.6,1,3.1,0.32,0.1,1,0.125,0.9,2.1,0.412,0.34,0.4,0.5,0.75,0,0.9,0.9,1.4,0.4,0.1,1.1,0.5,2.5,4.4,0.374,0.32,0.16,0,12.8,6.2,28,2.4,1.3,25.2,24.9,-0.3,0.1,-0.2,-0.157,-6.5,-1.9,-8.4,-0.1
422,Dor Alon,1,2015,24,PG,18.9,1.8,4.2,0.426,0.2,1,0.214,1.6,3.2,0.489,0.451,0.4,0.7,0.632,0.5,1.9,2.4,3.1,1,0.2,1,1.7,4.2,11,0.468,0.23,0.156,2.8,12,7.3,24.9,2.6,0.9,18.7,12.9,0.1,0.2,0.3,0.025,-2.8,0.3,-2.5,-0.1
423,Vladimir Lev,1,2015,32,PF,20.9,2.6,5.9,0.432,0,0,0,2.6,5.9,0.434,0.432,0.9,2,0.463,2.2,3.9,6,1.6,0.5,1.3,1.4,2.8,6,,,,,,,,,,,,,,,,,,,,
424,Vladimir Lev,0,2013,30,PF,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
425,Vladimir Lev,1,2007,24,PF,8.7,0.6,1.5,0.4,0,0,0,0.6,1.5,0.4,0.4,0.4,1,0.4,1.3,1.5,2.8,0.1,0.1,0.8,0.5,1.5,1.6,,,,,,,,,,,,,,,,,,,,
426,Vladimir Lev,0,2007,24,PF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
427,Yosef David,1,2007,25,SF,12.2,1.8,3.5,0.514,0.4,1.3,0.308,1.4,2.2,0.636,0.571,0.5,0.9,0.556,0.2,0.7,0.9,0.9,0.5,0.1,0.6,1.2,4.5,,,,,,,,,,,,,,,,,,,,
428,Yosef David,0,2007,25,SF,5.3,0.3,2.7,0.125,0.3,1.3,0.25,0,1.3,0,0.188,0,0,0,0,0.3,0.3,1.3,0,0,0.3,1,1,,,,,,,,,,,,,,,,,,,,
429,Yaniv David,0,2022,26,C,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-5,0,0,0,36.1,0,17.7,0,0,0,0,14.2,0,0,0,-0.154,-14.2,-10.5,-24.7,0
430,Yaniv David,0,2022,26,C,7.5,0.5,2.5,0.2,0,0.5,0,0.5,2,0.25,0.2,1,1.5,0.667,1,0.5,1.5,0.5,0,0.5,0,0.5,2,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0,5.9,0,18.6,0,0,0,0.008,-6.7,-3.2,-9.9,0
431,Shahar Shilo,1,2007,24,C,10.7,0.6,2.1,0.304,0,0,0,0.6,2.1,0.304,0.304,0.5,0.6,0.714,0.9,1.4,2.3,0.1,0.2,0.4,0.4,2.3,1.7,3.9,0.364,0,0.304,10.3,16.1,13.2,1.3,0.9,2.7,13.3,12,-0.1,0.1,0,-0.013,-6.9,-1.8,-8.7,-0.2
432,Adam Arbel,0,2022,23,SG,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,
433,Barak Levi,0,2014,22,PG,4.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0,1,1,1,1,0,0,2,1,19.3,0.5,0,0,0,23.9,12.3,31.7,11.1,0,0,9.8,0,0,0.1,0.313,-8.7,13.4,4.8,0
434,Barak Levi,1,2013,21,PG,6.2,1.2,2.7,0.438,0.3,1,0.333,0.8,1.7,0.5,0.5,0.7,0.7,1,0,0.3,0.3,1.2,0.5,0,0.3,1.3,3.3,19.5,0.563,0.375,0.25,0,6.3,3.2,30.9,4.3,0,10.1,24.4,0.1,0.1,0.2,0.227,-1.4,2.2,0.9,0
435,Barak Levi,0,2013,21,PG,7.9,0.9,3.4,0.264,0.2,1.2,0.2,0.7,2.2,0.298,0.299,0.6,0.7,0.867,0,0.2,0.2,1,0.1,0,0.6,0.9,2.7,1.8,0.356,0.347,0.208,0.7,2.8,1.7,18.4,1,0,14.2,25.6,-0.6,0.1,-0.5,-0.147,-8.2,-4.1,-12.4,-0.4
436,Meir Cohen,0,2022,23,PG,3,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,
